"Date","Parsha","Aliyah","Reading","Verses"
13-Aug-2016,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
13-Aug-2016,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
13-Aug-2016,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
13-Aug-2016,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
13-Aug-2016,"Devarim","Haftara","Isaiah 1:1 - 1:27",

20-Aug-2016,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
20-Aug-2016,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
20-Aug-2016,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
20-Aug-2016,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
20-Aug-2016,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
20-Aug-2016,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
20-Aug-2016,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
20-Aug-2016,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
20-Aug-2016,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26",

27-Aug-2016,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
27-Aug-2016,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
27-Aug-2016,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
27-Aug-2016,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
27-Aug-2016,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
27-Aug-2016,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
27-Aug-2016,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
27-Aug-2016,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
27-Aug-2016,"Eikev","Haftara","Isaiah 49:14 - 51:3",

03-Sep-2016,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
03-Sep-2016,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
03-Sep-2016,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
03-Sep-2016,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
03-Sep-2016,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
03-Sep-2016,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
03-Sep-2016,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
03-Sep-2016,"Re'eh","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
03-Sep-2016,"Re'eh","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

10-Sep-2016,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
10-Sep-2016,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
10-Sep-2016,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
10-Sep-2016,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
10-Sep-2016,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
10-Sep-2016,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
10-Sep-2016,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
10-Sep-2016,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
10-Sep-2016,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

17-Sep-2016,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
17-Sep-2016,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
17-Sep-2016,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
17-Sep-2016,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
17-Sep-2016,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
17-Sep-2016,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
17-Sep-2016,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
17-Sep-2016,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
17-Sep-2016,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

24-Sep-2016,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
24-Sep-2016,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
24-Sep-2016,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
24-Sep-2016,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
24-Sep-2016,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
24-Sep-2016,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
24-Sep-2016,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
24-Sep-2016,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
24-Sep-2016,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

01-Oct-2016,"Nitzavim",1,"Deuteronomy 29:9 - 29:11",3
01-Oct-2016,"Nitzavim",2,"Deuteronomy 29:12 - 29:14",3
01-Oct-2016,"Nitzavim",3,"Deuteronomy 29:15 - 29:28",14
01-Oct-2016,"Nitzavim",4,"Deuteronomy 30:1 - 30:6",6
01-Oct-2016,"Nitzavim",5,"Deuteronomy 30:7 - 30:10",4
01-Oct-2016,"Nitzavim",6,"Deuteronomy 30:11 - 30:14",4
01-Oct-2016,"Nitzavim",7,"Deuteronomy 30:15 - 30:20",6
01-Oct-2016,"Nitzavim","maf","Deuteronomy 30:15 - 30:20",6
01-Oct-2016,"Nitzavim","Haftara","Isaiah 61:10 - 63:9",

08-Oct-2016,"Vayeilech",1,"Deuteronomy 31:1 - 31:3",3
08-Oct-2016,"Vayeilech",2,"Deuteronomy 31:4 - 31:6",3
08-Oct-2016,"Vayeilech",3,"Deuteronomy 31:7 - 31:9",3
08-Oct-2016,"Vayeilech",4,"Deuteronomy 31:10 - 31:13",4
08-Oct-2016,"Vayeilech",5,"Deuteronomy 31:14 - 31:19",6
08-Oct-2016,"Vayeilech",6,"Deuteronomy 31:20 - 31:24",5
08-Oct-2016,"Vayeilech",7,"Deuteronomy 31:25 - 31:30",6
08-Oct-2016,"Vayeilech","maf","Deuteronomy 31:28 - 31:30",3
08-Oct-2016,"Vayeilech","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 (Shabbat Shuva)",

15-Oct-2016,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
15-Oct-2016,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
15-Oct-2016,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
15-Oct-2016,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
15-Oct-2016,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
15-Oct-2016,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
15-Oct-2016,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
15-Oct-2016,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
15-Oct-2016,"Ha'Azinu","Haftara","II Samuel 22:1 - 22:51",

29-Oct-2016,"Bereshit",1,"Genesis 1:1 - 2:3",34
29-Oct-2016,"Bereshit",2,"Genesis 2:4 - 2:19",16
29-Oct-2016,"Bereshit",3,"Genesis 2:20 - 3:21",27
29-Oct-2016,"Bereshit",4,"Genesis 3:22 - 4:18",21
29-Oct-2016,"Bereshit",5,"Genesis 4:19 - 4:22",4
29-Oct-2016,"Bereshit",6,"Genesis 4:23 - 5:24",28
29-Oct-2016,"Bereshit",7,"Genesis 5:25 - 6:8",16
29-Oct-2016,"Bereshit","maf","Genesis 6:5 - 6:8",4
29-Oct-2016,"Bereshit","Haftara","Isaiah 42:5 - 43:10",

05-Nov-2016,"Noach",1,"Genesis 6:9 - 6:22",14
05-Nov-2016,"Noach",2,"Genesis 7:1 - 7:16",16
05-Nov-2016,"Noach",3,"Genesis 7:17 - 8:14",22
05-Nov-2016,"Noach",4,"Genesis 8:15 - 9:7",15
05-Nov-2016,"Noach",5,"Genesis 9:8 - 9:17",10
05-Nov-2016,"Noach",6,"Genesis 9:18 - 10:32",44
05-Nov-2016,"Noach",7,"Genesis 11:1 - 11:32",32
05-Nov-2016,"Noach","maf","Genesis 11:29 - 11:32",4
05-Nov-2016,"Noach","Haftara","Isaiah 54:1 - 55:5",

12-Nov-2016,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
12-Nov-2016,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
12-Nov-2016,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
12-Nov-2016,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
12-Nov-2016,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
12-Nov-2016,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
12-Nov-2016,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
12-Nov-2016,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
12-Nov-2016,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

19-Nov-2016,"Vayera",1,"Genesis 18:1 - 18:14",14
19-Nov-2016,"Vayera",2,"Genesis 18:15 - 18:33",19
19-Nov-2016,"Vayera",3,"Genesis 19:1 - 19:20",20
19-Nov-2016,"Vayera",4,"Genesis 19:21 - 21:4",40
19-Nov-2016,"Vayera",5,"Genesis 21:5 - 21:21",17
19-Nov-2016,"Vayera",6,"Genesis 21:22 - 21:34",13
19-Nov-2016,"Vayera",7,"Genesis 22:1 - 22:24",24
19-Nov-2016,"Vayera","maf","Genesis 22:20 - 22:24",5
19-Nov-2016,"Vayera","Haftara","II Kings 4:1 - 4:37",

26-Nov-2016,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
26-Nov-2016,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
26-Nov-2016,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
26-Nov-2016,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
26-Nov-2016,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
26-Nov-2016,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
26-Nov-2016,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
26-Nov-2016,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
26-Nov-2016,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

03-Dec-2016,"Toldot",1,"Genesis 25:19 - 26:5",21
03-Dec-2016,"Toldot",2,"Genesis 26:6 - 26:12",7
03-Dec-2016,"Toldot",3,"Genesis 26:13 - 26:22",10
03-Dec-2016,"Toldot",4,"Genesis 26:23 - 26:29",7
03-Dec-2016,"Toldot",5,"Genesis 26:30 - 27:27",33
03-Dec-2016,"Toldot",6,"Genesis 27:28 - 28:4",23
03-Dec-2016,"Toldot",7,"Genesis 28:5 - 28:9",5
03-Dec-2016,"Toldot","maf","Genesis 28:7 - 28:9",3
03-Dec-2016,"Toldot","Haftara","Malachi 1:1 - 2:7",

10-Dec-2016,"Vayetzei",1,"Genesis 28:10 - 28:22",13
10-Dec-2016,"Vayetzei",2,"Genesis 29:1 - 29:17",17
10-Dec-2016,"Vayetzei",3,"Genesis 29:18 - 30:13",31
10-Dec-2016,"Vayetzei",4,"Genesis 30:14 - 30:27",14
10-Dec-2016,"Vayetzei",5,"Genesis 30:28 - 31:16",32
10-Dec-2016,"Vayetzei",6,"Genesis 31:17 - 31:42",26
10-Dec-2016,"Vayetzei",7,"Genesis 31:43 - 32:3",15
10-Dec-2016,"Vayetzei","maf","Genesis 32:1 - 32:3",3
10-Dec-2016,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

17-Dec-2016,"Vayishlach",1,"Genesis 32:4 - 32:13",10
17-Dec-2016,"Vayishlach",2,"Genesis 32:14 - 32:30",17
17-Dec-2016,"Vayishlach",3,"Genesis 32:31 - 33:5",8
17-Dec-2016,"Vayishlach",4,"Genesis 33:6 - 33:20",15
17-Dec-2016,"Vayishlach",5,"Genesis 34:1 - 35:11",42
17-Dec-2016,"Vayishlach",6,"Genesis 35:12 - 36:19",37
17-Dec-2016,"Vayishlach",7,"Genesis 36:20 - 36:43",24
17-Dec-2016,"Vayishlach","maf","Genesis 36:40 - 36:43",4
17-Dec-2016,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

24-Dec-2016,"Vayeshev",1,"Genesis 37:1 - 37:11",11
24-Dec-2016,"Vayeshev",2,"Genesis 37:12 - 37:22",11
24-Dec-2016,"Vayeshev",3,"Genesis 37:23 - 37:36",14
24-Dec-2016,"Vayeshev",4,"Genesis 38:1 - 38:30",30
24-Dec-2016,"Vayeshev",5,"Genesis 39:1 - 39:6",6
24-Dec-2016,"Vayeshev",6,"Genesis 39:7 - 39:23",17
24-Dec-2016,"Vayeshev",7,"Genesis 40:1 - 40:23",23
24-Dec-2016,"Vayeshev","maf","Genesis 40:20 - 40:23",4
24-Dec-2016,"Vayeshev","Haftara","Amos 2:6 - 3:8",

31-Dec-2016,"Miketz",1,"Genesis 41:1 - 41:14",14
31-Dec-2016,"Miketz",2,"Genesis 41:15 - 41:38",24
31-Dec-2016,"Miketz",3,"Genesis 41:39 - 41:52",14
31-Dec-2016,"Miketz",4,"Genesis 41:53 - 42:18",23
31-Dec-2016,"Miketz",5,"Genesis 42:19 - 43:15",35
31-Dec-2016,"Miketz",6,"Genesis 43:16 - 43:29",14
31-Dec-2016,"Miketz",7,"Genesis 43:30 - 44:17",22
31-Dec-2016,"Miketz","maf","Numbers 7:48 - 7:59 (Shabbat Chanukah - Day 7)",
31-Dec-2016,"Miketz","Haftara","Zechariah 2:14-4:7 (Shabbat Chanukah)",

07-Jan-2017,"Vayigash",1,"Genesis 44:18 - 44:30",13
07-Jan-2017,"Vayigash",2,"Genesis 44:31 - 45:7",11
07-Jan-2017,"Vayigash",3,"Genesis 45:8 - 45:18",11
07-Jan-2017,"Vayigash",4,"Genesis 45:19 - 45:27",9
07-Jan-2017,"Vayigash",5,"Genesis 45:28 - 46:27",28
07-Jan-2017,"Vayigash",6,"Genesis 46:28 - 47:10",17
07-Jan-2017,"Vayigash",7,"Genesis 47:11 - 47:27",17
07-Jan-2017,"Vayigash","maf","Genesis 47:25 - 47:27",3
07-Jan-2017,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

14-Jan-2017,"Vayechi",1,"Genesis 47:28 - 48:9",13
14-Jan-2017,"Vayechi",2,"Genesis 48:10 - 48:16",7
14-Jan-2017,"Vayechi",3,"Genesis 48:17 - 48:22",6
14-Jan-2017,"Vayechi",4,"Genesis 49:1 - 49:18",18
14-Jan-2017,"Vayechi",5,"Genesis 49:19 - 49:26",8
14-Jan-2017,"Vayechi",6,"Genesis 49:27 - 50:20",27
14-Jan-2017,"Vayechi",7,"Genesis 50:21 - 50:26",6
14-Jan-2017,"Vayechi","maf","Genesis 50:23 - 50:26",4
14-Jan-2017,"Vayechi","Haftara","I Kings 2:1 - 2:12",

21-Jan-2017,"Shemot",1,"Exodus 1:1 - 1:17",17
21-Jan-2017,"Shemot",2,"Exodus 1:18 - 2:10",15
21-Jan-2017,"Shemot",3,"Exodus 2:11 - 2:25",15
21-Jan-2017,"Shemot",4,"Exodus 3:1 - 3:15",15
21-Jan-2017,"Shemot",5,"Exodus 3:16 - 4:17",24
21-Jan-2017,"Shemot",6,"Exodus 4:18 - 4:31",14
21-Jan-2017,"Shemot",7,"Exodus 5:1 - 6:1",24
21-Jan-2017,"Shemot","maf","Exodus 5:22 - 6:1",3
21-Jan-2017,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

28-Jan-2017,"Vaera",1,"Exodus 6:2 - 6:13",12
28-Jan-2017,"Vaera",2,"Exodus 6:14 - 6:28",15
28-Jan-2017,"Vaera",3,"Exodus 6:29 - 7:7",9
28-Jan-2017,"Vaera",4,"Exodus 7:8 - 8:6",28
28-Jan-2017,"Vaera",5,"Exodus 8:7 - 8:18",12
28-Jan-2017,"Vaera",6,"Exodus 8:19 - 9:16",26
28-Jan-2017,"Vaera",7,"Exodus 9:17 - 9:35",19
28-Jan-2017,"Vaera","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
28-Jan-2017,"Vaera","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

04-Feb-2017,"Bo",1,"Exodus 10:1 - 10:11",11
04-Feb-2017,"Bo",2,"Exodus 10:12 - 10:23",12
04-Feb-2017,"Bo",3,"Exodus 10:24 - 11:3",9
04-Feb-2017,"Bo",4,"Exodus 11:4 - 12:20",27
04-Feb-2017,"Bo",5,"Exodus 12:21 - 12:28",8
04-Feb-2017,"Bo",6,"Exodus 12:29 - 12:51",23
04-Feb-2017,"Bo",7,"Exodus 13:1 - 13:16",16
04-Feb-2017,"Bo","maf","Exodus 13:14 - 13:16",3
04-Feb-2017,"Bo","Haftara","Jeremiah 46:13 - 46:28",

11-Feb-2017,"Beshalach",1,"Exodus 13:17 - 14:8",14
11-Feb-2017,"Beshalach",2,"Exodus 14:9 - 14:14",6
11-Feb-2017,"Beshalach",3,"Exodus 14:15 - 14:25",11
11-Feb-2017,"Beshalach",4,"Exodus 14:26 - 15:26",32
11-Feb-2017,"Beshalach",5,"Exodus 15:27 - 16:10",11
11-Feb-2017,"Beshalach",6,"Exodus 16:11 - 16:36",26
11-Feb-2017,"Beshalach",7,"Exodus 17:1 - 17:16",16
11-Feb-2017,"Beshalach","maf","Exodus 17:14 - 17:16",3
11-Feb-2017,"Beshalach","Haftara","Judges 4:4 - 5:31",

18-Feb-2017,"Yitro",1,"Exodus 18:1 - 18:12",12
18-Feb-2017,"Yitro",2,"Exodus 18:13 - 18:23",11
18-Feb-2017,"Yitro",3,"Exodus 18:24 - 18:27",4
18-Feb-2017,"Yitro",4,"Exodus 19:1 - 19:6",6
18-Feb-2017,"Yitro",5,"Exodus 19:7 - 19:19",13
18-Feb-2017,"Yitro",6,"Exodus 19:20 - 20:14",20
18-Feb-2017,"Yitro",7,"Exodus 20:15 - 20:23",9
18-Feb-2017,"Yitro","maf","Exodus 20:19 - 20:23",5
18-Feb-2017,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

25-Feb-2017,"Mishpatim",1,"Exodus 21:1 - 21:19",19
25-Feb-2017,"Mishpatim",2,"Exodus 21:20 - 22:3",21
25-Feb-2017,"Mishpatim",3,"Exodus 22:4 - 22:26",23
25-Feb-2017,"Mishpatim",4,"Exodus 22:27 - 23:5",9
25-Feb-2017,"Mishpatim",5,"Exodus 23:6 - 23:19",14
25-Feb-2017,"Mishpatim",6,"Exodus 23:20 - 23:25",6
25-Feb-2017,"Mishpatim",7,"Exodus 23:26 - 24:18",26
25-Feb-2017,"Mishpatim","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
25-Feb-2017,"Mishpatim","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

04-Mar-2017,"Terumah",1,"Exodus 25:1 - 25:16",16
04-Mar-2017,"Terumah",2,"Exodus 25:17 - 25:30",14
04-Mar-2017,"Terumah",3,"Exodus 25:31 - 26:14",24
04-Mar-2017,"Terumah",4,"Exodus 26:15 - 26:30",16
04-Mar-2017,"Terumah",5,"Exodus 26:31 - 26:37",7
04-Mar-2017,"Terumah",6,"Exodus 27:1 - 27:8",8
04-Mar-2017,"Terumah",7,"Exodus 27:9 - 27:19",11
04-Mar-2017,"Terumah","maf","Exodus 27:17 - 27:19",3
04-Mar-2017,"Terumah","Haftara","I Kings 5:26 - 6:13",

11-Mar-2017,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
11-Mar-2017,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
11-Mar-2017,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
11-Mar-2017,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
11-Mar-2017,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
11-Mar-2017,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
11-Mar-2017,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
11-Mar-2017,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
11-Mar-2017,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

18-Mar-2017,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
18-Mar-2017,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
18-Mar-2017,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
18-Mar-2017,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
18-Mar-2017,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
18-Mar-2017,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
18-Mar-2017,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
18-Mar-2017,"Ki Tisa","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
18-Mar-2017,"Ki Tisa","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

25-Mar-2017,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
25-Mar-2017,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
25-Mar-2017,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
25-Mar-2017,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
25-Mar-2017,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
25-Mar-2017,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
25-Mar-2017,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
25-Mar-2017,"Vayakhel-Pekudei","maf","Exodus 12:1 - 12:20 (Shabbat HaChodesh)",
25-Mar-2017,"Vayakhel-Pekudei","Haftara","Ezekiel 45:16 - 46:18 (Shabbat HaChodesh)",

01-Apr-2017,"Vayikra",1,"Leviticus 1:1 - 1:13",13
01-Apr-2017,"Vayikra",2,"Leviticus 1:14 - 2:6",10
01-Apr-2017,"Vayikra",3,"Leviticus 2:7 - 2:16",10
01-Apr-2017,"Vayikra",4,"Leviticus 3:1 - 3:17",17
01-Apr-2017,"Vayikra",5,"Leviticus 4:1 - 4:26",26
01-Apr-2017,"Vayikra",6,"Leviticus 4:27 - 5:10",19
01-Apr-2017,"Vayikra",7,"Leviticus 5:11 - 5:26",16
01-Apr-2017,"Vayikra","maf","Leviticus 5:24 - 5:26",3
01-Apr-2017,"Vayikra","Haftara","Isaiah 43:21 - 44:23",

08-Apr-2017,"Tzav",1,"Leviticus 6:1 - 6:11",11
08-Apr-2017,"Tzav",2,"Leviticus 6:12 - 7:10",22
08-Apr-2017,"Tzav",3,"Leviticus 7:11 - 7:38",28
08-Apr-2017,"Tzav",4,"Leviticus 8:1 - 8:13",13
08-Apr-2017,"Tzav",5,"Leviticus 8:14 - 8:21",8
08-Apr-2017,"Tzav",6,"Leviticus 8:22 - 8:29",8
08-Apr-2017,"Tzav",7,"Leviticus 8:30 - 8:36",7
08-Apr-2017,"Tzav","maf","Leviticus 8:33 - 8:36",4
08-Apr-2017,"Tzav","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

22-Apr-2017,"Shmini",1,"Leviticus 9:1 - 9:16",16
22-Apr-2017,"Shmini",2,"Leviticus 9:17 - 9:23",7
22-Apr-2017,"Shmini",3,"Leviticus 9:24 - 10:11",12
22-Apr-2017,"Shmini",4,"Leviticus 10:12 - 10:15",4
22-Apr-2017,"Shmini",5,"Leviticus 10:16 - 10:20",5
22-Apr-2017,"Shmini",6,"Leviticus 11:1 - 11:32",32
22-Apr-2017,"Shmini",7,"Leviticus 11:33 - 11:47",15
22-Apr-2017,"Shmini","maf","Leviticus 11:45 - 11:47",3
22-Apr-2017,"Shmini","Haftara","II Samuel 6:1 - 7:17",

29-Apr-2017,"Tazria-Metzora",1,"Leviticus 12:1 - 13:23",31
29-Apr-2017,"Tazria-Metzora",2,"Leviticus 13:24 - 13:39",16
29-Apr-2017,"Tazria-Metzora",3,"Leviticus 13:40 - 13:54",15
29-Apr-2017,"Tazria-Metzora",4,"Leviticus 13:55 - 14:20",25
29-Apr-2017,"Tazria-Metzora",5,"Leviticus 14:21 - 14:32",12
29-Apr-2017,"Tazria-Metzora",6,"Leviticus 14:33 - 15:15",40
29-Apr-2017,"Tazria-Metzora",7,"Leviticus 15:16 - 15:33",18
29-Apr-2017,"Tazria-Metzora","Haftara","II Kings 7:3 - 7:20",

06-May-2017,"Achrei Mot-Kedoshim",1,"Leviticus 16:1 - 16:24",24
06-May-2017,"Achrei Mot-Kedoshim",2,"Leviticus 16:25 - 17:7",17
06-May-2017,"Achrei Mot-Kedoshim",3,"Leviticus 17:8 - 18:21",30
06-May-2017,"Achrei Mot-Kedoshim",4,"Leviticus 18:22 - 19:14",23
06-May-2017,"Achrei Mot-Kedoshim",5,"Leviticus 19:15 - 19:32",18
06-May-2017,"Achrei Mot-Kedoshim",6,"Leviticus 19:33 - 20:7",12
06-May-2017,"Achrei Mot-Kedoshim",7,"Leviticus 20:8 - 20:27",20
06-May-2017,"Achrei Mot-Kedoshim","Haftara","Amos 9:7 - 9:15",

13-May-2017,"Emor",1,"Leviticus 21:1 - 21:15",15
13-May-2017,"Emor",2,"Leviticus 21:16 - 22:16",25
13-May-2017,"Emor",3,"Leviticus 22:17 - 22:33",17
13-May-2017,"Emor",4,"Leviticus 23:1 - 23:22",22
13-May-2017,"Emor",5,"Leviticus 23:23 - 23:32",10
13-May-2017,"Emor",6,"Leviticus 23:33 - 23:44",12
13-May-2017,"Emor",7,"Leviticus 24:1 - 24:23",23
13-May-2017,"Emor","maf","Leviticus 24:21 - 24:23",3
13-May-2017,"Emor","Haftara","Ezekiel 44:15 - 44:31",

20-May-2017,"Behar-Bechukotai",1,"Leviticus 25:1 - 25:18",18
20-May-2017,"Behar-Bechukotai",2,"Leviticus 25:19 - 25:28",10
20-May-2017,"Behar-Bechukotai",3,"Leviticus 25:29 - 25:38",10
20-May-2017,"Behar-Bechukotai",4,"Leviticus 25:39 - 26:9",26
20-May-2017,"Behar-Bechukotai",5,"Leviticus 26:10 - 26:46",37
20-May-2017,"Behar-Bechukotai",6,"Leviticus 27:1 - 27:15",15
20-May-2017,"Behar-Bechukotai",7,"Leviticus 27:16 - 27:34",19
20-May-2017,"Behar-Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

27-May-2017,"Bamidbar",1,"Numbers 1:1 - 1:19",19
27-May-2017,"Bamidbar",2,"Numbers 1:20 - 1:54",35
27-May-2017,"Bamidbar",3,"Numbers 2:1 - 2:34",34
27-May-2017,"Bamidbar",4,"Numbers 3:1 - 3:13",13
27-May-2017,"Bamidbar",5,"Numbers 3:14 - 3:39",26
27-May-2017,"Bamidbar",6,"Numbers 3:40 - 3:51",12
27-May-2017,"Bamidbar",7,"Numbers 4:1 - 4:20",20
27-May-2017,"Bamidbar","maf","Numbers 4:17 - 4:20",4
27-May-2017,"Bamidbar","Haftara","Hosea 2:1 - 2:22",

03-Jun-2017,"Nasso",1,"Numbers 4:21 - 4:37",17
03-Jun-2017,"Nasso",2,"Numbers 4:38 - 4:49",12
03-Jun-2017,"Nasso",3,"Numbers 5:1 - 5:10",10
03-Jun-2017,"Nasso",4,"Numbers 5:11 - 6:27",48
03-Jun-2017,"Nasso",5,"Numbers 7:1 - 7:41",41
03-Jun-2017,"Nasso",6,"Numbers 7:42 - 7:71",30
03-Jun-2017,"Nasso",7,"Numbers 7:72 - 7:89",18
03-Jun-2017,"Nasso","maf","Numbers 7:87 - 7:89",3
03-Jun-2017,"Nasso","Haftara","Judges 13:2 - 13:25",

10-Jun-2017,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
10-Jun-2017,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
